time_s,true_yaw_rate_deg_s,raw_yaw_rate_deg_s,true_yaw_angle_deg,raw_yaw_angle_deg,true_pitch_rate_deg_s,raw_pitch_rate_deg_s,true_pitch_angle_deg,raw_pitch_angle_deg,true_roll_rate_deg_s,raw_roll_rate_deg_s,true_roll_angle_deg,raw_roll_angle_deg
7.0524,6.7761,6.411,5.4534,6.498,-7.5361,-7.4332,0.7521,0.1265,19.9028,19.9668,6.8642,7.4842
7.0624,7.0481,7.0152,5.5226,6.5652,-7.4204,-7.9134,0.6772,0.0498,19.7103,20.3653,7.0624,7.6859
7.0724,7.3392,7.5207,5.5945,6.6379,-7.2777,-8.2317,0.6037,-0.031,19.4974,19.8478,7.2585,7.887
7.0824,7.6493,7.8781,5.6695,6.7149,-7.1093,-7.0852,0.5318,-0.1076,19.2647,19.4309,7.4523,8.0835
7.0924,7.9784,8.623,5.7477,6.7974,-6.9171,-7.0659,0.4616,-0.1784,19.013,19.9853,7.6438,8.2806
7.1024,8.3264,8.1809,5.8292,6.8815,-6.7027,-6.8437,0.3935,-0.248,18.7432,18.6968,7.8326,8.4741
7.1124,8.6931,8.8812,5.9143,6.9668,-6.4683,-6.3659,0.3276,-0.314,18.456,18.6574,8.0187,8.6609
7.1224,9.0782,9.4576,6.0032,7.0585,-6.2158,-5.8448,0.2642,-0.3751,18.1523,17.9924,8.2018,8.8442
7.1324,9.4815,9.5366,6.0961,7.1535,-5.9476,-5.7993,0.2033,-0.4333,17.833,17.4627,8.3818,9.0216
7.1424,9.9027,9.7798,6.193,7.2502,-5.6661,-6.1213,0.1452,-0.493,17.4991,17.4946,8.5585,9.1964
7.1524,10.3412,10.3508,6.2943,7.3508,-5.3735,-5.4224,0.09,-0.5507,17.1515,17.4699,8.7318,9.3713
7.1624,10.7967,10.5798,6.4,7.4555,-5.0725,-5.0487,0.0378,-0.6031,16.7913,16.3631,8.9016,9.5405
7.1724,11.2685,11.4128,6.5104,7.5655,-4.7655,-4.8729,-0.0114,-0.6527,16.4194,16.6444,9.0677,9.7056
7.1824,11.7561,12.2312,6.6255,7.6838,-4.4551,-4.8837,-0.0575,-0.7015,16.037,15.8011,9.23,9.8679
7.1924,12.2589,12.2516,6.7456,7.8063,-4.1437,-3.982,-0.1005,-0.7458,15.645,15.8401,9.3885,10.0262
7.2024,12.7761,13.1259,6.8709,7.9332,-3.834,-4.1086,-0.1404,-0.7863,15.2446,14.9411,9.543,10.1801
7.2124,13.307,12.847,7.0013,8.0631,-3.5283,-3.756,-0.1773,-0.8256,14.8369,15.0639,9.6934,10.3302
7.2224,13.8508,13.437,7.1371,8.1946,-3.229,-3.2071,-0.2111,-0.8605,14.4229,13.9021,9.8398,10.4751
7.2324,14.4066,14.9294,7.2785,8.3364,-2.9385,-2.78,-0.2419,-0.8904,14.0039,14.3071,9.982,10.6162
7.2424,14.9736,15.0678,7.4254,8.4865,-2.6587,-2.8922,-0.2699,-0.9188,13.5808,13.6389,10.1199,10.7559
7.2524,15.5507,15.8265,7.5781,8.641,-2.3919,-2.3851,-0.2952,-0.9452,13.1549,12.8987,10.2537,10.8887
7.2624,16.137,15.8359,7.7366,8.7994,-2.1398,-2.1989,-0.3178,-0.9681,12.7272,12.6275,10.3831,11.0163
7.2724,16.7315,16.5903,7.901,8.9615,-1.9041,-1.7524,-0.3381,-0.9879,12.2988,12.558,10.5083,11.1423
7.2824,17.3331,17.8334,8.0714,9.1337,-1.6865,-2.094,-0.356,-1.0071,11.8708,11.9564,10.6292,11.2649
7.2924,17.9406,18.0728,8.2478,9.3133,-1.4883,-1.9812,-0.3719,-1.0275,11.4443,11.0747,10.7458,11.3801
7.3024,18.553,18.8912,8.4303,9.4982,-1.3105,-1.6423,-0.3859,-1.0456,11.0203,11.125,10.8582,11.4912
7.3124,19.1691,19.3223,8.619,9.6893,-1.1541,-1.28,-0.3982,-1.0602,10.5999,10.4702,10.9663,11.5992
7.3224,19.7877,20.2857,8.8139,9.8874,-1.0198,-1.1687,-0.4091,-1.0725,10.184,9.9089,11.0702,11.7011
7.3324,20.4076,20.3859,9.0149,10.0909,-0.908,-1.3808,-0.4187,-1.0852,9.7737,10.0175,11.1701,11.8008
7.3424,21.0275,20.4801,9.2221,10.2952,-0.819,-0.6163,-0.4274,-1.0952,9.3699,9.5491,11.2658,11.8986
7.3525,21.6461,21.5026,9.4356,10.5052,-0.7528,-1.3446,-0.4352,-1.105,8.9734,8.3559,11.3576,11.9882
7.3625,22.2623,22.5732,9.6552,10.7257,-0.7092,-1.2349,-0.4426,-1.1179,8.5852,9.1859,11.4454,12.0759
7.3725,22.8747,23.0991,9.881,10.9541,-0.6876,-1.1121,-0.4495,-1.1297,8.2062,8.4601,11.5294,12.1642
7.3825,23.482,23.5469,10.1128,11.1874,-0.6875,-0.5577,-0.4564,-1.138,7.837,7.9558,11.6096,12.2463
7.3925,24.0829,24.5835,10.3507,11.4282,-0.7079,-1.1265,-0.4634,-1.1464,7.4785,7.2283,11.6862,12.3222
7.4025,24.6762,24.639,10.5946,11.6744,-0.7477,-0.902,-0.4707,-1.1566,7.1313,7.1828,11.7593,12.3943
7.4125,25.2604,25.0542,10.8444,11.9229,-0.8056,-1.4063,-0.4785,-1.1681,6.7961,6.7845,11.8289,12.4642
7.4225,25.8344,26.2425,11.0999,12.1795,-0.88,-0.9653,-0.4869,-1.18,6.4735,6.8396,11.8953,12.5323
7.4325,26.3968,26.3327,11.3612,12.4424,-0.9695,-1.4398,-0.4961,-1.192,6.164,6.6255,11.9585,12.5997
7.4425,26.9464,27.1622,11.628,12.71,-1.072,-0.8323,-0.5063,-1.2034,5.8682,6.3861,12.0187,12.6647
7.4525,27.4818,27.189,11.9002,12.9818,-1.1857,-0.9803,-0.5176,-1.2125,5.5865,6.134,12.076,12.7274
7.4625,28.0018,27.6973,12.1777,13.2564,-1.3085,-0.8727,-0.5301,-1.2217,5.3192,5.5083,12.1305,12.7856
7.4725,28.5053,28.4517,12.4603,13.5372,-1.4382,-1.6048,-0.5438,-1.2341,5.0667,5.1518,12.1825,12.8389
7.4825,28.9909,29.8041,12.7479,13.8286,-1.5725,-1.9666,-0.5589,-1.252,4.8293,4.676,12.232,12.8881
7.4925,29.4575,29.7457,13.0403,14.1264,-1.7092,-2.2134,-0.5753,-1.2729,4.6071,4.4395,12.2792,12.9337
7.5025,29.9039,29.9659,13.3372,14.4251,-1.8458,-1.3813,-0.5931,-1.2909,4.4004,3.8922,12.3242,12.9753
7.5125,30.3291,30.3516,13.6384,14.7268,-1.9801,-1.8853,-0.6122,-1.3072,4.2091,4.1478,12.3673,13.0156
7.5225,30.7318,30.949,13.9438,15.0334,-2.1096,-2.5116,-0.6327,-1.3292,4.0334,3.9431,12.4085,13.056
7.5325,31.1112,31.2998,14.2532,15.3447,-2.2321,-2.449,-0.6544,-1.354,3.8731,3.69,12.4481,13.0942
7.5425,31.4661,31.8298,14.5661,15.6605,-2.3452,-2.3409,-0.6773,-1.378,3.7282,3.4582,12.4861,13.1299
7.5525,31.7956,32.5571,14.8826,15.9825,-2.4468,-2.6749,-0.7013,-1.4031,3.5986,3.72,12.5227,13.1659
7.5625,32.0988,32.1485,15.2021,16.3062,-2.5347,-2.2171,-0.7262,-1.4275,3.484,3.7349,12.5582,13.2031
7.5725,32.3748,33.3212,15.5246,16.6336,-2.6069,-2.2928,-0.7519,-1.4501,3.3842,3.62,12.5925,13.2399
7.5825,32.6227,32.1918,15.8497,16.9613,-2.6616,-3.261,-0.7783,-1.4779,3.2989,3.7864,12.6259,13.277
7.5925,32.8418,33.058,16.1771,17.2877,-2.6971,-2.3456,-0.8051,-1.5059,3.2276,2.7761,12.6586,13.3098
7.6025,33.0314,32.961,16.5066,17.6179,-2.7118,-2.5852,-0.8321,-1.5306,3.1699,3.6088,12.6906,13.3417
7.6125,33.1908,33.498,16.8378,17.9503,-2.7042,-3.0771,-0.8592,-1.5589,3.1254,3.536,12.7221,13.3775
7.6225,33.3194,33.0654,17.1705,18.2832,-2.6734,-2.8636,-0.8861,-1.5886,3.0934,3.2104,12.7532,13.4112
7.6325,33.4166,33.3164,17.5043,18.6152,-2.6183,-3.1583,-0.9126,-1.6187,3.0736,3.0167,12.784,13.4424
7.6425,33.4819,33.6409,17.8389,18.9501,-2.5381,-2.6576,-0.9384,-1.6478,3.0651,2.5318,12.8147,13.4701
7.6526,33.515,33.2512,18.174,19.2847,-2.4323,-2.8014,-0.9632,-1.6751,3.0673,3.1909,12.8454,13.4987
7.6626,33.5155,34.6098,18.5093,19.6241,-2.3006,-2.5779,-0.9869,-1.702,3.0795,3.2772,12.8761,13.5311
7.6726,33.483,33.9835,18.8444,19.9672,-2.143,-2.3776,-1.0091,-1.7268,3.101,2.9728,12.9071,13.5623
7.6826,33.4173,33.8157,19.179,20.3063,-1.9597,-2.2811,-1.0296,-1.7501,3.1309,3.2243,12.9382,13.5933
7.6926,33.3183,33.5867,19.5128,20.6434,-1.7509,-1.6602,-1.0482,-1.7698,3.1685,3.2326,12.9697,13.6256
7.7026,33.1858,33.4884,19.8454,20.9789,-1.5175,-2.1566,-1.0645,-1.7889,3.2129,3.0693,13.0017,13.6572
7.7126,33.0198,33.1258,20.1765,21.3121,-1.2603,-1.1381,-1.0784,-1.8054,3.2631,3.965,13.034,13.6923
7.7226,32.8204,33.0458,20.5058,21.6431,-0.9802,-1.0473,-1.0896,-1.8163,3.3184,2.5825,13.067,13.7251
7.7326,32.5876,32.6661,20.833,21.9717,-0.6788,-0.9453,-1.0979,-1.8263,3.3777,3.0399,13.1005,13.7532
7.7426,32.3216,32.154,21.1576,22.2959,-0.3574,-0.8561,-1.1031,-1.8353,3.4401,3.8007,13.1346,13.7874
7.7526,32.0226,32.1159,21.4795,22.6174,-0.0178,-0.9409,-1.105,-1.8443,3.5047,3.7379,13.1693,13.8251
7.7626,31.6909,32.2791,21.7981,22.9395,0.3381,0.6313,-1.1034,-1.8458,3.5704,3.3956,13.2047,13.8608
7.7726,31.327,31.576,22.1133,23.2589,0.7084,0.1372,-1.0982,-1.842,3.6364,4.4259,13.2407,13.8999
7.7826,30.9311,31.5743,22.4247,23.5747,1.0908,1.1517,-1.0892,-1.8355,3.7015,3.4487,13.2774,13.9393
7.7926,30.5038,30.9603,22.732,23.8875,1.483,1.0742,-1.0763,-1.8244,3.7649,3.9143,13.3148,13.9761
7.8026,30.0457,30.884,23.0349,24.1968,1.8827,1.855,-1.0595,-1.8098,3.8255,3.6316,13.3527,14.0139
7.8126,29.5573,29.7774,23.333,24.5002,2.2872,1.7326,-1.0386,-1.7918,3.8823,3.8793,13.3913,14.0514
7.8226,29.0394,29.2427,23.6261,24.7954,2.6941,2.7226,-1.0137,-1.7695,3.9345,4.093,13.4304,14.0913
7.8326,28.4926,28.5204,23.9138,25.0843,3.1007,2.6155,-0.9847,-1.7428,3.9809,3.8417,13.47,14.131
7.8426,27.9178,28.4391,24.196,25.3692,3.5044,3.6206,-0.9517,-1.7116,4.0208,4.0458,13.51,14.1705
7.8526,27.3158,27.3399,24.4722,25.6482,3.9025,3.9066,-0.9146,-1.674,4.0531,4.2122,13.5504,14.2118
7.8626,26.6875,27.0365,24.7423,25.9202,4.2926,3.269,-0.8736,-1.6381,4.0769,4.3653,13.591,14.2547
7.8726,26.0338,25.6719,25.006,26.1838,4.6719,4.2356,-0.8288,-1.6006,4.0914,3.9764,13.6319,14.2964
7.8826,25.3558,25.3688,25.2631,26.4391,5.0381,5.7292,-0.7802,-1.5507,4.0958,4.1609,13.6728,14.3371
7.8926,24.6545,25.2417,25.5132,26.6922,5.3886,5.5166,-0.7281,-1.4945,4.0891,4.6859,13.7138,14.3813
7.9026,23.9309,24.2415,25.7562,26.9397,5.7213,6.0575,-0.6725,-1.4366,4.0707,4.8404,13.7546,14.429
7.9126,23.1863,23.7477,25.9919,27.1798,6.034,5.7657,-0.6137,-1.3774,4.0398,3.4057,13.7952,14.4702
7.9226,22.4217,22.4197,26.22,27.4107,6.3246,5.8249,-0.5519,-1.3195,3.9956,3.871,13.8354,14.5066
7.9326,21.6384,21.7245,26.4403,27.6315,6.5913,6.0779,-0.4873,-1.2599,3.9376,4.0945,13.875,14.5465
7.9426,20.8377,20.4824,26.6528,27.8426,6.8324,6.6074,-0.4202,-1.1965,3.865,4.0198,13.9141,14.5871
7.9527,20.0207,20.171,26.8572,28.0459,7.0464,6.7204,-0.3507,-1.1298,3.7774,3.2806,13.9523,14.6236
7.9627,19.1889,19.5912,27.0533,28.2448,7.2322,7.17,-0.2793,-1.0604,3.6742,3.507,13.9896,14.6575
7.9727,18.3435,18.4279,27.241,28.4349,7.3885,6.9084,-0.2062,-0.9899,3.5549,3.8499,14.0257,14.6943
7.9827,17.4858,17.6674,27.4202,28.6155,7.5147,7.5411,-0.1316,-0.9177,3.4192,4.4789,14.0606,14.736
7.9927,16.6173,16.483,27.5908,28.7863,7.61,7.0355,-0.056,-0.8448,3.2666,3.6688,14.094,14.7767
8.0027,15.7393,15.6348,27.7526,28.9469,7.6743,7.2695,0.0204,-0.7732,3.0968,3.4745,14.1259,14.8124
8.0127,14.8532,15.0082,27.9056,29.1002,7.7072,7.7234,0.0974,-0.6982,2.9096,2.8157,14.1559,14.8439
8.0227,13.9605,14.3474,28.0497,29.247,7.7091,7.9784,0.1745,-0.6197,2.7048,2.5056,14.184,14.8705
8.0327,13.0625,13.1051,28.1849,29.3843,7.6802,7.9443,0.2515,-0.5401,2.4824,2.6118,14.2099,14.8961
8.0427,12.1606,12.5256,28.3111,29.5125,7.6211,7.5772,0.328,-0.4624,2.2421,2.7779,14.2336,14.9231
8.0527,11.2562,11.7577,28.4282,29.634,7.5327,7.5985,0.4038,-0.3865,1.9839,1.7421,14.2547,14.9457
8.0627,10.3508,10.3589,28.5363,29.7446,7.4161,6.8645,0.4786,-0.3142,1.7081,1.6773,14.2732,14.9628
8.0727,9.4458,9.2495,28.6353,29.8427,7.2724,7.4229,0.552,-0.2427,1.4145,1.3492,14.2888,14.9779
8.0827,8.5425,8.0168,28.7252,29.929,7.1033,7.1557,0.6239,-0.1698,1.1035,1.1159,14.3014,14.9903
8.0927,7.6423,7.8677,28.8062,30.0085,6.9103,6.7124,0.694,-0.1004,0.7753,0.9939,14.3108,15.0008
8.1027,6.7466,6.6776,28.8782,30.0812,6.6952,6.8698,0.7621,-0.0325,0.43,0.5225,14.3168,15.0084
8.1127,5.8567,6.0341,28.9412,30.1448,6.4601,6.4382,0.8279,0.0341,0.0682,-0.1525,14.3193,15.0102
8.1227,4.974,4.9227,28.9954,30.1996,6.2071,6.1058,0.8912,0.0968,-0.3098,-0.4618,14.3181,15.0072
8.1327,4.0997,4.1753,29.0408,30.2451,5.9385,5.7691,0.952,0.1562,-0.7036,-0.6726,14.313,15.0015
8.1427,3.235,3.501,29.0774,30.2835,5.6565,5.5122,1.01,0.2126,-1.1126,-1.1939,14.3039,14.9922
8.1527,2.3813,2.4223,29.1055,30.3132,5.3636,5.3295,1.0651,0.2669,-1.5362,-1.3057,14.2907,14.9797
8.1627,1.5397,1.9984,29.1251,30.3353,5.0623,4.3001,1.1172,0.315,-1.9739,-1.5899,14.2731,14.9652
8.1727,0.7114,0.6244,29.1364,30.3484,4.7552,4.8351,1.1663,0.3607,-2.4248,-1.6217,14.2511,14.9491
8.1827,-0.1025,-0.1435,29.1394,30.3508,4.4447,4.7111,1.2123,0.4085,-2.8883,-2.6583,14.2245,14.9277
8.1927,-0.901,-0.8738,29.1344,30.3457,4.1334,3.6477,1.2553,0.4503,-3.3637,-3.7606,14.1933,14.8956
8.2027,-1.683,-1.4029,29.1215,30.3343,3.8237,3.3699,1.2951,0.4854,-3.85,-3.4414,14.1572,14.8596
8.2127,-2.4475,-2.6269,29.1008,30.3142,3.5182,3.386,1.3318,0.5192,-4.3465,-4.6224,14.1162,14.8192
8.2227,-3.1935,-2.6978,29.0726,30.2875,3.2192,3.5294,1.3655,0.5537,-4.8521,-4.9633,14.0702,14.7713
8.2327,-3.9202,-4.3081,29.037,30.2525,2.9289,2.7869,1.3962,0.5853,-5.366,-5.0433,14.0191,14.7213
8.2427,-4.6268,-4.5294,28.9943,30.2083,2.6496,2.3786,1.4241,0.6112,-5.8872,-5.8735,13.9628,14.6667
8.2528,-5.3125,-5.0585,28.9446,30.1603,2.3832,2.006,1.4493,0.6331,-6.4147,-6.4581,13.9013,14.605
8.2628,-5.9765,-6.2793,28.8881,30.1036,2.1316,2.7673,1.4719,0.657,-6.9474,-7.5319,13.8344,14.535
8.2728,-6.6182,-6.3584,28.8251,30.0404,1.8966,2.1934,1.492,0.6818,-7.4843,-7.5511,13.7623,14.4596
8.2828,-7.237,-6.8384,28.7558,29.9744,1.6796,1.442,1.5099,0.7,-8.0242,-8.0786,13.6847,14.3814
8.2928,-7.8324,-7.6122,28.6805,29.9021,1.482,2.0476,1.5257,0.7174,-8.5661,-8.7049,13.6017,14.2974
8.3028,-8.4038,-8.2743,28.5992,29.8227,1.3049,1.2886,1.5397,0.7341,-9.1088,-9.1458,13.5133,14.2082
8.3128,-8.9508,-8.8277,28.5124,29.7371,1.1492,0.5782,1.5519,0.7434,-9.6512,-9.9274,13.4195,14.1128
8.3228,-9.4731,-9.3293,28.4203,29.6463,1.0157,0.6131,1.5628,0.7494,-10.1922,-10.5373,13.3202,14.0104
8.3328,-9.9703,-9.5342,28.323,29.552,0.9047,0.7915,1.5724,0.7564,-10.7305,-10.878,13.2156,13.9033
8.3428,-10.4423,-10.3715,28.2209,29.4524,0.8164,0.1926,1.581,0.7614,-11.2651,-11.0458,13.1056,13.7936
8.3528,-10.8889,-10.8868,28.1143,29.3461,0.751,0.2335,1.5888,0.7635,-11.7948,-12.3451,12.9902,13.6766
8.3628,-11.3099,-10.8989,28.0032,29.2371,0.7081,0.5433,1.5961,0.7674,-12.3184,-12.0537,12.8696,13.5546
8.3728,-11.7054,-11.3775,27.8881,29.1257,0.6873,0.687,1.6031,0.7735,-12.8348,-12.5801,12.7438,13.4314
8.3828,-12.0753,-11.6089,27.7692,29.0107,0.6879,0.484,1.61,0.7794,-13.3429,-12.9087,12.6129,13.3039
8.3928,-12.4198,-12.6111,27.6467,28.8896,0.7089,1.0117,1.617,0.7869,-13.8415,-13.9366,12.4769,13.1696
8.4028,-12.7389,-12.2537,27.5208,28.7652,0.7493,0.489,1.6243,0.7944,-14.3296,-14.2648,12.336,13.0286
8.4128,-13.0329,-12.9348,27.3919,28.6392,0.8078,0.6292,1.632,0.8,-14.806,-14.3642,12.1903,12.8854
8.4228,-13.3021,-13.4301,27.2602,28.5074,0.8828,0.7277,1.6405,0.8067,-15.2698,-15.445,12.0398,12.7363
8.4328,-13.5467,-13.1664,27.1259,28.3743,0.9727,0.5529,1.6498,0.8131,-15.7198,-16.1488,11.8848,12.5783
8.4428,-13.7673,-13.5173,26.9893,28.2409,1.0756,1.08,1.66,0.8213,-16.1552,-16.0797,11.7254,12.4171
8.4528,-13.9641,-14.1393,26.8506,28.1025,1.1896,0.9898,1.6714,0.8317,-16.575,-16.6444,11.5617,12.2534
8.4628,-14.1378,-14.0584,26.71,27.9615,1.3127,1.5091,1.6839,0.8442,-16.9781,-16.8571,11.3939,12.0858
8.4728,-14.2889,-13.9472,26.5679,27.8214,1.4426,0.9081,1.6977,0.8563,-17.3639,-17.5765,11.2221,11.9136
8.4828,-14.418,-14.7997,26.4243,27.6777,1.577,1.3318,1.7128,0.8675,-17.7313,-17.8059,11.0466,11.7366
8.4928,-14.5257,-14.2121,26.2795,27.5325,1.7137,1.1076,1.7292,0.8797,-18.0797,-17.8907,10.8675,11.5581
8.5028,-14.6129,-14.5256,26.1338,27.3888,1.8504,1.3454,1.747,0.8919,-18.4082,-18.3034,10.685,11.3771
8.5128,-14.6801,-14.3756,25.9872,27.2443,1.9845,1.7484,1.7662,0.9074,-18.7163,-18.6802,10.4993,11.1921
8.5228,-14.7282,-15.2464,25.8402,27.0961,2.1138,1.7421,1.7867,0.9249,-19.0032,-19.5929,10.3106,11.0007
8.5328,-14.7581,-14.1286,25.6927,26.9492,2.236,2.4288,1.8085,0.9457,-19.2684,-19.4927,10.1192,10.8052
8.5428,-14.7707,-14.8044,25.545,26.8045,2.3488,2.6353,1.8314,0.9711,-19.5113,-19.7907,9.9252,10.6087
8.5529,-14.7667,-14.7921,25.3972,26.6564,2.45,2.1207,1.8554,0.9948,-19.7315,-18.8438,9.729,10.4154
8.5629,-14.7474,-14.6694,25.2496,26.5091,2.5374,2.3806,1.8804,1.0174,-19.9285,-19.9306,9.5306,10.2215
8.5729,-14.7134,-14.3987,25.1023,26.3637,2.609,2.5233,1.9061,1.0419,-20.102,-20.2396,9.3304,10.0206
8.5829,-14.666,-14.5587,24.9553,26.2188,2.6631,2.5905,1.9325,1.0675,-20.2517,-20.0402,9.1285,9.8191
8.5929,-14.6062,-13.9899,24.8089,26.0761,2.6979,2.4917,1.9593,1.0929,-20.3773,-20.8024,8.9253,9.6148
8.6029,-14.5349,-14.4556,24.6632,25.9338,2.7119,3.0839,1.9863,1.1208,-20.4787,-20.3137,8.721,9.4092
8.6129,-14.4533,-13.8099,24.5182,25.7924,2.7036,2.4713,2.0134,1.1486,-20.5558,-20.0721,8.5157,9.2072
8.6229,-14.3625,-14.2735,24.374,25.6519,2.672,2.7486,2.0403,1.1747,-20.6086,-20.237,8.3099,9.0056
8.6329,-14.2636,-14.1117,24.2309,25.51,2.616,2.3197,2.0668,1.2,-20.6369,-20.7678,8.1036,8.8005
8.6429,-14.1577,-14.4852,24.0887,25.3669,2.5349,2.526,2.0925,1.2242,-20.6411,-20.0169,7.8971,8.5965
8.6529,-14.0459,-14.1374,23.9476,25.2238,2.4283,2.6078,2.1173,1.2499,-20.621,-20.027,7.6907,8.3962
8.6629,-13.9293,-13.6909,23.8077,25.0846,2.2958,2.1339,2.141,1.2736,-20.5771,-21.0887,7.4847,8.1906
8.6729,-13.8092,-14.0953,23.669,24.9456,2.1373,2.394,2.1632,1.2963,-20.5095,-20.429,7.2792,7.9829
8.6829,-13.6866,-13.0297,23.5315,24.8099,1.9531,1.7674,2.1836,1.3171,-20.4186,-20.5123,7.0744,7.7781
8.6929,-13.5626,-13.3482,23.3952,24.678,1.7436,1.6972,2.2021,1.3344,-20.3048,-20.4828,6.8708,7.5731
8.7029,-13.4385,-13.3955,23.2601,24.5442,1.5093,1.4394,2.2184,1.3501,-20.1685,-20.2811,6.6683,7.3692
8.7129,-13.3151,-13.192,23.1263,24.4113,1.2513,1.4699,2.2322,1.3647,-20.0102,-20.2038,6.4674,7.1667
8.7229,-13.1938,-12.5415,22.9937,24.2825,0.9705,0.5575,2.2433,1.3748,-19.8304,-19.3801,6.2681,6.9687
8.7329,-13.0755,-12.6909,22.8623,24.1563,0.6684,0.3198,2.2515,1.3792,-19.6299,-19.5266,6.0707,6.7741
8.7429,-12.9613,-13.3813,22.7321,24.0259,0.3464,-0.0255,2.2566,1.3807,-19.4092,-19.2889,5.8755,6.58
8.7529,-12.8522,-12.8278,22.603,23.8948,0.0062,-0.3194,2.2583,1.3789,-19.169,-18.6652,5.6825,6.3902
8.7629,-12.7492,-12.3236,22.4749,23.7691,-0.3503,-0.6874,2.2566,1.3739,-18.9102,-18.9336,5.4921,6.2021
8.7729,-12.6533,-12.7587,22.3479,23.6436,-0.721,-1.1924,2.2512,1.3645,-18.6335,-18.4846,5.3043,6.0149
8.7829,-12.5655,-12.3082,22.2218,23.5182,-1.1037,-1.3201,2.2421,1.3519,-18.3398,-18.5528,5.1193,5.8297
8.7929,-12.4866,-13.0185,22.0964,23.3915,-1.4962,-1.3583,2.2291,1.3385,-18.03,-17.8752,4.9374,5.6475
8.8029,-12.4175,-12.4441,21.9719,23.2642,-1.8961,-1.9155,2.2121,1.3222,-17.7049,-16.9657,4.7587,5.4732
8.8129,-12.3591,-12.176,21.848,23.141,-2.3007,-1.8521,2.1912,1.3033,-17.3655,-17.1138,4.5833,5.3028
8.8229,-12.3121,-11.9443,21.7246,23.0204,-2.7076,-3.0479,2.1661,1.2788,-17.0129,-17.0948,4.4113,5.1317
8.8329,-12.2773,-12.2722,21.6016,22.8993,-3.1142,-3.623,2.137,1.2455,-16.648,-16.7079,4.243,4.9626
8.8429,-12.2554,-11.8274,21.4789,22.7787,-3.5177,-3.8973,2.1038,1.2078,-16.2719,-16.2625,4.0783,4.7977
8.853,-12.247,-12.5437,21.3563,22.6568,-3.9157,-4.2126,2.0666,1.1673,-15.8856,-15.5921,3.9175,4.6384
8.863,-12.2527,-12.1587,21.2338,22.5333,-4.3054,-4.4712,2.0255,1.1238,-15.4902,-15.6268,3.7606,4.4822
8.873,-12.2731,-12.0678,21.1111,22.4121,-4.6844,-4.7723,1.9806,1.0776,-15.0869,-14.9523,3.6076,4.3293
8.883,-12.3086,-12.6303,20.9882,22.2886,-5.05,-5.371,1.9319,1.0269,-14.6766,-14.5934,3.4588,4.1815
8.893,-12.3598,-11.822,20.8648,22.1663,-5.4,-4.8178,1.8796,0.9759,-14.2605,-13.8866,3.314,4.0391
8.903,-12.427,-12.1894,20.7408,22.0462,-5.7321,-5.4472,1.8239,0.9246,-13.8398,-13.8958,3.1735,3.9001
8.913,-12.5104,-12.6927,20.6161,21.9217,-6.044,-6.2162,1.765,0.8662,-13.4155,-12.8433,3.0372,3.7664
8.923,-12.6105,-12.2945,20.4904,21.7968,-6.3339,-6.7055,1.7031,0.8016,-12.9887,-12.7554,2.9051,3.6383
8.933,-12.7274,-12.8286,20.3637,21.6711,-6.5997,-6.8733,1.6384,0.7337,-12.5606,-12.7908,2.7773,3.5105
8.943,-12.8612,-12.9068,20.2357,21.5424,-6.84,-6.6855,1.5712,0.6659,-12.1322,-12.3879,2.6538,3.3846
8.953,-13.0121,-13.2736,20.1063,21.4114,-7.0531,-7.0699,1.5017,0.5971,-11.7047,-11.847,2.5346,3.2634
8.963,-13.18,-13.1386,19.9753,21.2793,-7.2378,-7.661,1.4302,0.5234,-11.2791,-11.3933,2.4196,3.1472
8.973,-13.365,-13.8747,19.8425,21.1442,-7.3932,-7.705,1.3571,0.4465,-10.8563,-11.048,2.3089,3.0349
8.983,-13.5669,-13.3522,19.7078,21.008,-7.5183,-7.9379,1.2825,0.3683,-10.4376,-10.0823,2.2024,2.9292
8.993,-13.7856,-13.08,19.571,20.8758,-7.6127,-7.5637,1.2068,0.2908,-10.0237,-9.7012,2.1001,2.8303
9.003,-14.0209,-14.0048,19.4319,20.7404,-7.6759,-7.2986,1.1303,0.2164,-9.6158,-9.579,2.0018,2.7338
9.013,-14.2725,-14.8142,19.2904,20.5962,-7.7078,-7.4265,1.0534,0.1428,-9.2148,-9.0204,1.9076,2.6408
9.023,-14.54,-14.5341,19.1463,20.4494,-7.7086,-7.9624,0.9763,0.0658,-8.8214,-8.7415,1.8174,2.552
9.033,-14.8232,-14.6941,18.9994,20.3032,-7.6787,-7.6909,0.8993,-0.0125,-8.4367,-8.0777,1.7311,2.4679
9.043,-15.1214,-14.9259,18.8497,20.1551,-7.6186,-8.0086,0.8228,-0.091,-8.0614,-7.9873,1.6486,2.3875
9.053,-15.4343,-15.3041,18.6968,20.0039,-7.5293,-7.5132,0.747,-0.1686,-7.6963,-7.8973,1.5698,2.3081
9.063,-15.7612,-15.1545,18.5408,19.8516,-7.4117,-7.3365,0.6723,-0.2429,-7.342,-6.9305,1.4946,2.2339
9.073,-16.1015,-16.0081,18.3814,19.6957,-7.2672,-8.0218,0.5989,-0.3197,-6.9994,-6.8467,1.4228,2.165
9.083,-16.4546,-16.4237,18.2186,19.5335,-7.0972,-7.3147,0.527,-0.3964,-6.6691,-6.2811,1.3545,2.0993
